GSSCode,AccomType2011,Ethnic2011,HouseholdComp2011,Soecono2011,Tenure2011,Income2011,Qualification2011,Depriavation2011,Umemploy2011,HousingPrice2011,ChangAccomType,ChangeEthnic,ChangeHousehold,ChangeSoecono,ChangeTenure,ChangeIncome,ChangeQualification,ChangeDepriavation,ChangeUmemploy,ChangeHousingPrice
E01002030,43.79,32,60.86,76.88,35.1,34030,40.8,41.3,8.72,361250,4.61,7.69,-10.4,-7.72,-9.06,15.18,8.02,8.91,1.6,158.38
E01002031,51.39,27.92,55.61,87.05,23.92,31710,40,45.7,8.85,299000,12.22,3.77,-4.13,2.76,-13.54,4.98,2.76,8.85,0.83,73.46
E01002032,39.13,35.02,56.61,93.01,24.86,30000,28.4,46.78,9.89,222500,6.72,9.38,-1.86,2.03,4.14,17.04,-0.25,-5.16,-1.73,86.58
E01002033,23.79,38.43,69.66,92.12,29.96,30770,28.5,42.91,13.48,272500,10.13,14,-9.56,-0.39,4.59,10.01,2.97,-3.99,5.88,99
E01002034,11.45,40.15,50.69,84.99,23.59,25130,18.1,58.73,19.24,105000,-5.6,8.65,1.18,3.17,3.04,10.72,-0.4,-18.26,-1.03,35.37
E01002036,35.28,37.15,60.12,86.63,43.64,26630,18.1,49.88,15.96,181000,1.11,6.05,-4.91,-2.84,0.46,10.89,-1.51,2.67,3.17,105.03
E01002037,22.17,38.56,49.64,79.83,32.96,26020,19.2,63.43,22.82,165500,-5.16,8.34,-19.81,-4.12,1.56,20.27,3.33,-14.14,7.83,127.69
E01002038,29.78,36.54,55.73,84.23,35.39,24760,18.8,59.4,15.34,142000,-6.15,6.7,-10.32,-4.65,-4.62,7.25,-1.85,-8.2,-1.74,50.86
E01002039,3.49,37.96,51.51,79.63,9.31,24410,17.1,50.49,18.66,110000,-1.25,7.18,-5.95,-1.64,-0.88,15.17,1.87,-17.93,-0.35,47.16
E01002040,42.25,37.83,66.48,86.27,45.58,28010,20.7,48.11,12.96,225000,15.15,2.94,-0.27,-8.68,-1.43,12.09,-1.97,-9.21,0.9,98.68
E01002041,42.5,38.62,66.12,87.32,47.86,27460,25.7,49.82,14.09,210000,10.62,12.15,-4.08,-3.11,4.66,12.34,3.71,-6.53,1.05,80.06
E01002042,29.38,29.38,58.56,82.75,31.03,34430,37.7,34.13,6.47,310000,0.18,5.34,-3.14,0.67,-4.45,18.61,5.37,-4.56,-1.82,157.8
E01002043,49.24,33.96,57.62,88.3,30.51,31970,35.2,37.81,8.83,245000,10.82,6.1,-0.77,1.84,-8.75,10.35,0.39,-0.02,-0.63,88.64
E01002044,44.53,25.35,54.63,82.07,25.8,34640,41.5,39.16,7.27,385000,10.25,3.15,-5.69,0.75,-12.53,12.48,0.76,10.53,-1.19,219.93
E01002045,23.24,35.7,56.11,89.91,43.01,31000,30,46.46,13.94,245000,-5.47,3.34,5.01,-0.79,3.3,17.03,4.79,-15.25,2.21,112.12
E01002046,30.51,39.16,63.42,86.63,40.87,30240,25.9,55.17,9.69,230000,-0.38,10.22,-5.72,-0.28,6.44,21.05,1.55,-2.38,-3.23,118.92
E01002047,40.83,24.82,49.01,72.45,29.1,34700,44,37.15,5.92,208325,10.6,4.02,-7.02,-6.47,-7.1,10.52,3.39,10.06,-2.91,64.77
E01002048,38.03,34.78,57.7,85.83,36.83,33660,38.2,41.66,9.21,295000,2.98,7.46,-9.04,1.14,-4.57,19.16,7.43,-3.13,-2.54,102.92
E01002049,34.07,41.26,62.62,89.95,44.15,31200,29.3,45.13,9.44,238500,7.94,6.44,-12.79,1.73,6.89,23.31,4.64,-10.28,-4.29,100.84
E01002050,17.43,19.96,45.14,88.4,30.66,36360,19.7,24.62,5.99,313500,3.5,2.23,-18.73,3.68,-1.33,19.88,-6.14,-2.7,-3.21,112.18
E01002051,51.03,33.29,56.9,80.79,37.38,32870,25.4,40.34,10.3,321750,6.59,2.43,3.59,-5.5,-7.59,18.16,-10.03,-6.19,-2.57,166.74
E01002052,27.26,18.45,43.51,85.71,44.66,36050,20,33.74,9.22,395000,4.9,-1.4,-17.27,1.24,5.74,31.86,1.68,-5.25,-3.88,120.67
E01002053,37.07,43.1,65.92,92.79,38.38,30890,27.1,46.89,11.41,209500,-1.35,8.91,4.03,4.45,0.08,16.65,-2.43,-4.2,-0.74,61.78
E01002054,8.86,35.9,55.15,86.02,18.44,28330,22.5,51.73,15.75,195000,-0.87,1.24,1.14,0.88,2.34,23.75,0.98,-11.6,-4.06,122.86
E01002055,29.07,18.28,46.81,85.91,32.57,36830,22,28.55,5.29,406250,0.62,-0.57,-16.48,-3.59,-13.06,29.83,-6.72,-7.51,-3.71,137.92
E01002056,26.08,31.24,49.52,82.67,39.57,32580,35,41.88,6.95,235000,4.59,4.66,-1.68,-5.02,3.15,22.22,5.02,-9.53,-4.69,118.35
E01002057,38.02,30.4,63.85,84.02,43.06,34110,37.1,38.63,8.93,315000,13.17,0.25,-11.14,-2.46,-4.63,19.63,7.51,-2.75,-2.12,145.37
E01002058,40.37,28.95,54.54,75.22,32.62,36010,45.5,34.08,8.11,300000,2.62,1.44,-1.66,-4.75,-9.52,12.2,4.05,4.62,-0.94,153.43
E01002059,38.1,14.31,61.84,63.86,45.16,43420,50.6,26.62,8.42,499999,4.97,1.09,1.2,-3.67,1.3,16.98,3.39,-4.78,0.65,147.07
E01002060,19.88,9.77,51.54,40.86,31.96,46450,63.7,20.24,4.51,405000,2.41,0.87,3.83,-10.2,4.5,14.76,5.69,-1.42,-1.23,133.85
E01002061,19.43,10.71,50.01,39.2,31.14,45130,68.5,24.98,4.86,323000,1.81,2.9,12.81,-13.82,-0.2,12.87,8.98,0.77,-2.54,82.1
E01002062,31.66,12.94,44.42,40.69,30.53,44250,65,26.91,4.72,308475,3.45,3.14,2.61,-12.33,-2.84,9.2,7.48,0.92,-2.12,100.96
E01002063,27.32,16.47,46.84,51.65,39.32,42070,61.2,27.79,6.46,295000,-1.96,3.46,2.89,-12.86,-1.73,10.35,8.8,-4.13,-2.17,85.47
E01002064,29.83,24.89,56.76,61.97,40.63,38980,49.9,39.29,7.86,270000,-1.2,4.22,3.94,-13.64,-3.65,11.08,6.51,-7.43,-2.29,92.34
E01002065,17.59,14.93,38.27,48.18,32.08,41690,61.6,31.18,5.76,360000,3.21,-1.01,-0.26,-14.81,-5.11,9.83,9.01,-7.08,-1.24,128.57
E01002066,9.21,43.91,47.73,89.89,40.06,28370,25.9,49.55,10.98,154000,-2.55,11.36,-3.04,5.74,-2,17.46,1.46,-12.26,-6.18,108.46
E01002067,44.67,37.32,59.39,87.97,42.31,29280,26.1,47.73,12.82,245000,1.23,3.37,-4.6,-2.27,0.62,12.66,-1.79,-4.46,1.38,91.23
E01002068,49.68,33.06,52.95,85.55,35.1,30720,32.9,44.14,12.51,180000,12.31,-0.42,-6.26,-1.12,-14.97,17.46,6.05,-10.25,-3.06,42.72
E01002069,48.22,37.35,48.94,86.46,34.55,29440,27.8,51.09,12.87,231000,1.69,4.77,-5.51,-5.53,-9.99,12.75,-1.63,-5.21,1.29,90.91
E01002070,35.07,35.4,59.26,83.48,36.26,32040,36.3,32.5,9.53,215000,15.46,3.27,-4.85,-6.34,0.69,16.87,4.93,-8.73,-1.43,67.99
E01002071,17.32,43.57,57.09,87.4,35.46,27420,26.1,49.7,11.88,175000,-5.98,13.31,0.64,-1.64,3.35,9.59,-0.41,-8.67,-2.51,114.51
E01002072,39.03,40.18,63.74,87.14,45.1,28850,30,52.3,9.58,128500,3.25,5.01,3.09,-5.12,1.37,15.33,1.8,-4.04,-2.91,40.05
E01002073,36.69,35.8,59.14,89.04,38.66,30400,26.5,45.27,10.35,217000,2.17,7.32,-2.08,0.45,-2.25,16.41,-1.49,-2.56,-1.18,97.95
E01002074,28.48,42.36,62.12,91.31,41.13,26960,20.4,46.26,15.51,152250,-1.07,15.57,3.36,3.27,1.43,11.74,-2.65,-15.09,1.25,91.81
E01002075,46.8,40.54,59.38,74.87,47.92,28050,23.2,41.74,12.71,193000,9.46,9.92,-5.96,-10.58,2.8,10.02,1.82,-17.95,-0.45,115.04
E01002076,23.76,43.49,66.8,84.39,41.67,28530,22.8,41.97,10.56,210000,9.94,12.23,-2.44,-8.89,0.09,5.68,-1.3,-13.49,0.19,80.84
E01002077,15.37,38.61,57.14,74.72,36.87,26330,17.7,54.04,12,206000,-5.75,10.85,-6.3,-8.41,0.23,9.82,3.51,-9.87,-2,88.77
E01002078,7.15,38.07,52.84,93.64,36.27,29360,28,40.31,10.91,147000,-0.76,7.76,8.86,1.32,6.72,14.47,3.41,-9.34,-2.81,91.22
E01002079,19.2,35.28,65.17,88.22,37.63,31130,25.7,34.44,10.99,223000,9.42,2.03,-5.56,-1.18,1.47,16.6,0.42,-9.91,-1.29,89.38
E01002080,27.17,47.44,61.46,83.88,37.51,30910,28.9,40.12,8.87,223000,4.41,3.49,-9.51,-2.19,-5.84,22.11,4.97,-8.18,-6.13,70.88
E01002081,19.71,45.04,62.37,75.25,24.47,25240,18.8,64.48,13.36,193975,-6.18,14.44,-8.46,-9.66,-1.23,8.76,3.4,-14.83,-7.02,86.63
E01002082,24.13,38.97,59.74,85.19,22.65,26190,16.9,43.59,15.65,,4.12,7.82,7.88,5.38,-0.24,5.04,-3.02,-14.63,-0.86,0
E01002083,28.94,29.87,65.94,84.03,27.54,34300,32.8,30.91,6.83,310000,5.34,3.3,-6.38,-0.73,-5.95,10.79,-0.41,4.84,0.79,149.37
E01002084,39.62,28.3,58.6,86.91,36.93,33850,35.4,36.03,7.81,241500,9.59,6.07,-2.45,0.49,-4.76,11.09,1.51,3.72,-0.58,83.3
E01002085,42.27,33.78,60.97,87.66,38.13,32850,38,41.16,8.51,285000,12.01,5.8,-8.15,3.61,-7.72,9.42,3.03,4.54,1.74,129.84
E01002086,39.11,36.44,63.65,89.63,40.62,30670,28.4,43.8,12.12,288500,7.67,6.71,1.24,-0.53,-3.55,7.23,0.71,-3.4,-0.7,117.94
E01002087,41.01,32.03,54.08,88.08,38.39,32730,34.8,42.54,9.81,325000,4.97,5.95,-3.89,6.63,-5.5,9.99,-5.42,3.66,-0.77,197.82
E01002088,35.33,28.24,65.26,86.39,37.76,33000,34.3,37.08,7.46,310000,5.1,4.01,-6.63,-5.19,0.86,15.07,3.93,5.19,-1,143.26
E01002089,3.62,28.15,47.75,77.48,5.37,25320,15.9,55.77,19.84,,-4.93,2.86,3.66,-5.7,-2.24,14.88,-4.4,-20,-0.44,0
E01002090,24.62,37,71.72,95.33,42.97,29500,19.2,42.78,9.89,250000,7.94,15.52,-6.53,4.96,9.83,14.87,1.53,-6.63,-2.43,87.09
E01002091,36.81,36.12,72.27,88.02,26.11,26050,16.2,57.61,12.77,219000,4.8,16.84,-2.56,2.66,5.38,17.37,3.35,-7.38,0.22,72.95
E01002092,10.15,38.31,51.24,92.75,38.85,26940,24.9,48.08,12.55,136000,-2.18,8.72,2.22,20.82,-6.05,20.45,4.82,4.52,-0.77,101.63
E01002093,37.36,35.7,71.41,91.78,30.77,27080,16.6,51.27,12.17,186250,-1.13,14.17,-6.37,3.15,7.49,17.92,1.41,-10.29,0.07,51.27
E01002094,22.69,42.04,64.42,89.59,33.72,28510,22.7,53.25,12.39,216000,4.92,18.69,-2.37,3.18,13.35,26.09,2.46,-12.99,-4.04,88.34
E01002095,26.17,41.33,60.08,90.87,36.57,28310,22.3,52.43,13.77,212500,8.51,17.48,-1.1,-1.26,5.46,21.41,3.38,-6.5,1.81,95.85
E01002096,27.2,36.4,71.41,87.56,27.95,28060,22.1,49.72,13.15,228000,7.81,19.83,5.75,0,0.97,24.04,6.54,6.65,2.58,86.89
E01002097,26.42,44.53,58.8,90.42,30.67,28540,22.7,44.29,14.62,215500,5.21,14.07,-7.18,1.4,3.69,20.06,2.15,-12.99,-0.17,91.24
E01002098,29.59,22.19,57.52,67.6,33.99,36700,47.3,26.89,7.2,284000,-0.72,4.27,8.04,-0.38,0.41,7.72,0.49,4.38,1.61,87
E01002099,13.5,38.4,65.84,88.14,25.07,27660,23.7,49.22,13.98,162500,-3.44,9.56,-1.49,1.51,6.93,5.62,3.74,-10.59,-1.78,11.97
E01002100,39.03,42.15,61.52,88.52,48.02,30070,27.8,42.71,8.76,212000,2.18,11.57,-14.06,1.71,3.74,5.51,0.25,-0.4,1.2,77.78
E01002101,43.88,27.15,60.38,89.93,27.67,33850,30.8,35.45,7.84,250000,3.17,7.2,-8.31,3.22,-6.75,11.09,-4.98,3.96,0.15,94.84
E01002102,43.5,28.24,58.97,84.3,26.68,33910,38.4,41.37,8.46,345000,1.05,8.22,-4.06,-0.69,-15.72,14.67,1.27,2.42,-0.45,174.35
E01002103,33.89,34.75,64.8,85.76,35.59,32760,30.9,35.96,6.41,280000,11.52,10.86,-12.17,-3.76,-2.18,6.25,1.49,6.09,-0.46,84.06
E01002104,23.66,40.5,71.01,90.99,38.57,31990,32.9,36.79,10.25,270000,6.03,15.21,-8.47,0.78,3.19,6.93,5.34,2.09,1.17,93.03
E01002105,46.69,26.92,57.61,84.59,22.99,32310,35.1,36.65,8.09,317500,5.37,0.72,6.64,2.58,-18.47,8.6,1.58,-4.19,-1.84,176.84
E01002106,5.18,26.3,66.17,81.81,19.87,39830,32.1,12.34,6.08,321500,-0.7,12.4,8.85,3.99,2.4,7.23,8.87,-2.26,1.75,90.31
E01002107,2.53,21.24,53.78,73.41,17.28,40270,38.4,10.86,4.19,335000,0.82,8.21,5.61,-0.32,3.49,4.47,10.2,4.34,1.1,83.5
E01002108,3.2,19.21,53.05,72.82,17.02,41980,36.9,9.2,5.17,365000,1.2,4.86,6.37,-0.4,3.66,8.2,9.7,2.56,2.79,95.15
E01002109,27.85,14.98,65.09,61.05,20.3,44770,44.3,8.15,3.68,497000,-0.42,9.62,8.11,0.23,1.28,8.3,8.93,1.11,1.15,145.14
E01002110,9.17,19.86,56.03,75.37,20.32,41940,36.8,9.47,4.65,461250,0.29,8.5,3.07,3.33,5.76,6.58,10.56,1.62,0.6,141.41
E01002111,11.55,28.28,63.22,83.5,25.62,38610,31.6,14.79,7.59,307500,1.92,14.76,-0.16,0.69,4.65,7.24,6.79,-1.17,2.64,76.85
E01002112,20.9,15.83,68.79,59.28,22.4,44370,43.8,6.64,1.99,670000,-1.23,8.6,2.99,-5.68,3.84,3.82,11.31,1.26,-1.62,151.76
E01002113,30.53,16.77,68.79,61.24,33,41130,42.5,15.43,5.69,316500,1.57,10.09,5.42,-10.11,1.35,1.82,10.99,4.36,1,9.75
E01002114,8.81,18.6,61.23,67.11,38.85,36400,36,16.34,5.86,295000,2.75,12.1,24.85,1.63,9.81,5.62,5.32,-3.08,0.76,87.9
E01002115,6.24,23.28,68.99,69.76,23.76,39980,41.8,11.56,5.78,330000,0.41,10.58,0.79,-5.8,2.22,5.17,12.82,-1.63,2.38,70.16
E01002116,26.1,17.7,75.33,56.75,24.57,40480,45.3,9.03,2.29,350000,-0.33,9.34,10.23,-8.37,6.08,1.68,8.29,2.96,-1.23,38.75
E01002117,22.06,25.27,64.61,69.52,26.48,39650,42,12.96,5.08,300000,10.7,14.37,9.9,3.26,11.24,0.34,12.72,7.27,0.68,61.67
E01002118,46.89,30.41,73.91,84,28.49,35190,35.2,17.01,7.85,257500,3.58,19.68,4.85,8.07,4.61,-3.81,4.91,0.32,3.88,89.43
E01002119,18.03,42.5,66.76,91.24,32.71,33820,32.1,17.71,7.21,250000,2.48,21.32,-9.34,11.13,7.13,3.16,6.62,-14.13,1.81,61.75
E01002120,24.78,39.03,76.55,91.41,31.24,30720,25.6,31.23,10.16,179950,1.27,17.18,1.08,-1.46,1.78,2.34,3.38,-9.77,3.09,17.52
E01002121,5.02,27.98,63.32,87.65,23.53,34430,32.6,16.44,7.95,305000,2.43,7.99,-6.62,0.6,5.53,4.56,6.68,1.54,2.4,90.6
E01002122,12.71,31.6,69.2,87.49,25.01,34650,30.7,13.42,6.22,275000,4.91,9.46,6.09,8.42,8.71,0.95,3.72,0.53,2.97,67.05
E01002123,17.13,34.14,59.51,86.24,29.16,33530,27.6,18.35,6.74,319000,1.7,7.85,-2.15,-0.88,7.21,4.73,4.04,0.95,1.26,92.6
E01002124,17.35,20.32,57.45,90.03,25.66,33180,27.6,14.81,6.74,270000,3.07,4.98,6.39,4.55,10.05,2.15,5.78,0.84,2.08,80.3
E01002125,39.25,28.73,61.05,89.13,31.82,33900,28.7,19.15,5.86,295000,6.6,5.33,-0.39,-0.77,6.47,3.58,0.22,-1.76,0.35,83.66
E01002126,12.08,26.91,61.22,57.49,27.49,38370,53.9,15.22,6.78,227500,-2.75,10.85,4.61,-5.96,-4.8,10.45,2.52,-7.34,1.58,50.91
E01002127,38.95,25.85,77.84,63.38,26.91,38420,49.4,14.19,5.8,300000,-3.35,9.4,4.43,-8.5,2.1,11,9.65,-5.87,1.6,109.79
E01002128,41.81,34.41,54.6,73.83,20.57,36360,42.5,20.1,6.29,250000,-1.92,15.55,-5,-3.22,-9.47,6.08,3.32,-2.13,0.16,96.46
E01002129,29.99,31.66,60.04,62.27,36.62,38260,51,22.06,6.27,255050,-11.13,17.55,7.11,-6.29,1.57,8.12,7.95,-4.45,1.34,54.34
E01002130,35.7,41.26,56.95,81.76,21.39,35440,41.1,26.03,6.26,213250,-13.65,18.38,-4.88,1.32,-10.34,7.76,5.14,4.63,1.49,69.09
E01002131,36.22,37.38,74.46,87.02,50.29,33650,32.7,25.4,7.68,340000,0.32,14.25,1.8,-2.84,4.57,14.36,6.17,-3.5,1.81,147.5
E01002132,35.81,23.04,51.98,52.52,26.38,43280,56,12.4,5.12,325000,-6.49,11.29,-6.15,-2.1,-2.22,9.26,5.92,4.94,1.63,59.71
E01002133,14.24,40.33,65.37,86.54,35.28,31330,30.7,30.06,8.2,249000,-2.97,21.13,1.99,-0.51,3.24,1.72,3.95,-10.61,0.24,156.78
E01002134,24.67,24.68,60.81,54.45,28.42,44290,54.4,7.96,5.03,312500,-4.3,11.01,-6.95,-6.64,0.56,10.12,5.25,3.35,2.1,58.18
E01002135,37.39,37.9,71.03,86.01,38.21,36940,35.2,16.02,5.56,282500,-6.3,17.4,-3.4,2.9,1.49,9.88,4.96,-0.01,-0.68,147.81
E01002136,35.4,32.27,66.6,80.3,26.75,37090,39.3,14.01,5.9,305000,1.83,16.21,-2.35,3.52,5.19,7.73,8.85,2.82,1.22,160.96
E01002137,41.73,8.4,46.41,28.6,38.21,45670,44.7,6.35,2.74,336500,3.18,-2.44,-18.92,-24.19,-2.74,12.95,2.2,6.15,-0.72,66.53
E01002138,17.77,33.47,59.86,84.55,25.91,35280,32.5,17.34,8.81,257500,2.68,7.02,3.27,-0.73,5.78,5.18,5.88,1.64,2.51,78.99
E01002139,25.41,27.39,73.78,91.1,37.38,29240,21.6,33.55,16.51,213000,-1.58,16.79,9.77,-0.35,1.97,-4.97,9.42,-10.46,9.87,82.44
E01002140,19.49,25.66,77.13,85.63,30.59,35220,30.1,17.41,7.76,275000,2.54,15.52,5.97,2.46,6.26,3.87,8.87,3.62,3.36,90
E01002141,31.79,20.19,72.67,74.32,23.73,37060,33.1,14.13,3.81,320000,0.35,11.67,4.98,3.43,3.64,6.85,7.63,7.78,0.49,85.64
E01002142,38.65,25.69,73,74.36,20.65,37670,38.9,12.62,4.83,250000,-0.75,16.79,7.06,3.85,3.98,3.09,10.79,7.48,0.91,63.8
E01002143,9.67,30.69,65.34,88.94,29.69,34270,28.6,21.85,9.63,249000,0.5,18.08,5.02,3.7,5.08,5.2,9.37,-0.51,5.38,77.3
E01002144,30.65,18.26,75.71,68.62,22.38,42330,36.1,13.71,4.72,405500,3.4,9.6,9.32,-5.65,0.96,8.12,9.6,3.54,-0.12,112.19
E01002145,39.51,18.87,69.37,73.21,28.4,36990,34.6,21.68,5.23,320000,-3.02,12.83,9,8.04,3.07,8.76,11.38,7.3,0.67,101.97
E01002146,20.01,12.34,54.35,55.84,15.07,46050,46.1,4.78,2.84,451000,0.14,5.75,-7.53,-8.62,1.77,11.91,15.32,3.16,0.05,96.7
E01002147,12.13,13.65,66.73,52.4,16.73,46710,43.8,7.81,3.13,518500,1.67,5.45,2.38,-8.16,-0.26,8.47,7.76,5.95,0.57,146.03
E01002148,7.34,17.93,55.94,74.2,20.91,40420,39.3,8.96,6.56,441250,1.2,10.01,-0.52,-2.04,3.34,3.62,13.24,0.82,2.14,91.85
E01002149,15.6,12.11,54.47,47.62,13.62,47930,51.5,4.25,3.29,524000,-0.11,2.92,5.08,-11.83,-0.79,8.58,14.08,2.57,0.4,77.4
E01002150,27.55,17.13,66.02,74.89,27.31,37950,38.4,12.66,5.67,253975,-0.43,10.68,2.88,9.81,-0.46,0.29,6.39,-0.42,1.38,79.65
E01002151,29.82,23.58,70.34,93.19,31.4,31330,25,35.79,12.87,232500,4.36,14.88,-3.11,7.9,3.1,-0.9,10.4,-1.17,7.61,77.34
E01002152,33,13.18,64.08,51.49,20.88,42030,48.4,5.02,3.85,484975,1.86,7.17,4.08,-5.1,2.07,4.71,10.77,3.64,1.06,120.32
E01002153,18.3,23.03,60.64,58.98,16.79,43630,45.9,4.92,3.98,380000,-1.1,10.36,0.67,-3.93,0.81,7.94,13.04,2.52,1.33,77.47
E01002154,25.63,22.26,68.29,76.33,30.89,40120,35.7,12.45,5.44,353500,-0.07,10.96,0.13,2.75,3.85,4.37,5.11,2.85,0.82,90.73
E01002155,30.43,14.17,62.16,58.17,18.31,43800,46.6,5.97,4.03,325500,-2.16,7.34,-1.18,-7.94,1.47,9.9,13.81,0.98,0.8,62.46
E01002156,5.16,16.43,59.76,62.37,15.31,43710,45.7,5.4,4.76,387500,-1.03,8.01,5.11,-6.18,3.01,4.81,12.64,1.64,2.04,59.79
E01002157,21.33,31.47,74.36,67.51,28.64,41510,44.8,11.62,5.45,361250,5.8,13.36,0.11,-3.03,6.88,6.33,8.65,0.7,1.14,80.21
E01002158,6.03,19.3,59.55,60.37,15.36,44890,44.7,5.83,3.72,452500,0.45,8.75,4.31,-3.12,1.75,7.95,9.84,3.02,1.43,107.05
E01002159,40.91,27.15,67.94,66.07,26.91,38740,42.9,13.4,6.36,335000,0.37,9.62,6.28,-8.19,4.41,6.06,7.81,2.48,2.03,111.86
E01002160,38.18,35.66,56.02,76.29,25.57,37550,43,12.31,3.84,216250,8.9,15.69,-3.94,7.02,2.9,-1.66,3.32,2.86,-0.55,54.4
E01002161,26.76,31.83,68.81,75.92,37.84,37760,42.3,15.47,7.14,349950,6.66,12.26,3.08,1.28,12.16,3.98,8.38,-2.79,1.96,139.59
E01002162,40.33,30.03,65.74,81.64,32.68,37070,39.6,15.5,8.21,265000,-2.55,15.81,0.65,-0.17,7.41,2.23,9.71,-2.6,3.73,96.66
E01002163,14.27,24.94,63.25,72.18,18.73,40370,38.5,10.77,6.11,402500,1.25,11.14,9.56,1.33,5.22,2.1,6.85,4.46,2.77,107.07
E01002164,43.91,24.85,64.02,61.07,26.07,39880,51.9,10.37,5.46,239000,-0.4,14.98,4.17,0.1,5.85,2.54,4.05,2.37,1.49,79.64
E01002165,29.59,17.41,60.86,90.04,28.44,32060,30.1,16.66,7.79,300000,1.7,3,-6.29,4.63,7.04,1.2,6.69,-0.78,1.48,98.51
E01002166,23.26,15.2,60.33,86.39,24.17,32550,27.2,15.17,7.94,290000,4.87,3.88,1.25,6.02,6.83,2.99,4.57,1.12,2.9,79.78
E01002167,23.14,18.97,61.6,88.31,35.69,31830,25.2,19.92,6.52,216000,1.87,3.96,3.01,1.79,6.68,2.26,4.4,5.36,1.76,45.68
E01002168,25.49,24.05,69.38,94.47,31.18,31330,21.5,27.29,7.32,240000,-1.3,7.99,-3.83,6.13,5.76,8.45,8.05,-7.77,0.8,84.88
E01002169,36.86,17.23,72.05,88.17,38.18,32390,27.1,19,6.9,302500,4.8,2.9,5.21,3.15,6.62,3.82,6.61,0.07,0.02,89.8
E01002170,18.53,18.31,72.66,83.39,27.52,35300,27.9,18.13,5.82,303500,0.88,3.45,13.47,-6.81,6.04,5.1,7.39,-1.28,0.54,100.99
E01002171,30.15,17.44,70.22,84.88,25.99,35310,33.2,14.22,6.32,327250,2.56,1.15,10.51,-0.74,8.7,3.24,10.81,2.07,1.58,99.24
E01002172,18.84,29.25,63.67,88.66,28.43,36400,27.1,13.73,7.77,270000,1.9,10.58,9.18,2.77,2.81,3.22,6.72,-0.04,3.07,79.15
E01002173,20.46,15.36,61.68,78.65,19.44,38450,35,12.52,5.5,355000,1.59,0.8,-0.13,-0.65,3.26,2.42,7.39,1.73,1.96,90.54
E01002174,10.21,13.47,61.78,77.86,21.06,37990,35.2,10.79,4.21,355000,2.82,-2.31,-3.72,4.46,3.18,0.97,10.43,2.47,0.36,87.09
E01002175,7.86,11.26,58.19,80.76,20.06,38430,38.2,14.51,6.95,285500,0.39,-4.31,-4.9,0.9,0.45,2.62,11.06,4.13,1.46,31.11
E01002176,14.88,17.45,61.5,83.31,23.13,38100,38,11.45,4.93,408000,-0.91,1.26,-5.84,3.09,3.59,2.08,5.03,-2.79,-1.58,102.03
E01002177,8.93,22.18,60.81,83.16,21.9,36960,31.8,15.61,7.38,310000,-0.64,4.54,-1.47,-0.24,0.14,3.17,6.44,5.12,3.07,86.33
E01002178,1.46,16.67,55.67,78.85,17.98,38040,32.5,9.98,5.86,280000,-0.14,1.15,3.23,2.44,3.57,3.17,7.66,3.21,3.51,58.47
E01002179,42.08,46.41,68.41,88.59,39.74,32910,35.1,24.74,9.23,284500,0.61,22.49,0.53,-0.62,4.26,5.13,4.22,-1.27,1.99,111.33
E01002180,40.71,43.63,66.92,88.47,41.54,31690,34,30.44,10.9,194975,-5.68,20.77,4.95,-0.18,4.9,4.32,5.37,-2,6.04,86.58
E01002181,41.56,32.73,61.01,70.38,24.32,37670,41.6,12.11,7.78,235000,2.82,19.59,-1.29,3.23,3.32,7.83,2.15,-2.73,4.55,87.25
E01002182,31.1,37.69,65.63,76.46,24.55,37340,42.8,14.52,7.26,229000,5.87,15.45,-7.17,3.27,3.43,8.66,5.3,1.84,3.99,54.74
E01002183,35.35,35.83,73.39,89.38,28.15,33520,31.4,18.81,7.54,267500,10.26,15.61,-1.8,3.41,7.04,6.23,8.96,0.64,4.24,69.85
E01002184,35.74,37.68,72.36,90.48,33.66,33090,27.6,20.34,8.16,215000,-1.57,20.93,-0.95,7.16,4.09,4.87,1.41,0.93,3.75,80.67
E01002185,28.88,27.83,72.51,93.71,34.08,33670,26.1,33.29,10.12,246000,1.04,16.75,4.78,3.7,5.82,8.71,8.02,-7.85,0.69,90.93
E01002186,19.93,18.64,61.15,71.5,35.55,38330,41.4,19.29,5.06,271750,-2.73,11.7,2.73,0.19,2.51,9.08,8.68,-1.46,0.65,99.63
E01002187,34.84,16.76,72.64,64.64,29.21,41300,42.2,11.88,5.54,489000,-1.04,9.78,2.99,-1.53,3.84,11.42,9.48,-0.11,1.96,116.61
E01002188,23.96,6.34,59.9,45.68,14.95,50450,54.2,3.86,2.37,800000,0.43,2.45,-2.58,-5.23,-0.13,15.76,7.19,3.48,0.88,138.63
E01002189,46.27,11.99,64.88,55.2,27.78,47170,52.7,6.28,4.36,795000,-2.72,6.08,-1.76,5.29,2.89,20.11,4.9,3.57,-0.4,370.07
E01002190,13.31,12.82,61.96,53.74,14.94,45110,47.2,5.74,3.97,568000,0.99,5.89,2.74,-2.27,1.54,10.71,12.89,4.08,1.77,92.95
E01002191,12.14,20.81,50.01,65.69,18.17,45940,43.5,7.03,5.99,356000,3,10.25,-3.56,2.03,3.17,10.62,6.83,3.35,4.52,42.62
E01002192,38.13,12.13,63.08,50.71,21,48000,51.6,8.8,3.78,470000,-1.02,5.14,4.32,-5.9,-1.27,17.57,11.32,4.44,-0.35,96.09
