GSSCode,AccomType2011,Ethnic2011,HouseholdComp2011,Soecono2011,Tenure2011,Income2011,Qualification2011,Depriavation2011,Umemploy2011,HousingPrice2011,ChangAccomType,ChangeEthnic,ChangeHousehold,ChangeSoecono,ChangeTenure,ChangeIncome,ChangeQualification,ChangeDepriavation,ChangeUmemploy,ChangeHousingPrice
E01002193,32.78,14.22,65.56,64.78,31.93,45270,46.8,14.9,5.9,455000,-1.56,7.33,2.39,-7.8,5.71,16.11,12.48,-4.06,1.54,137.62
E01002194,24.5,9.77,62.64,52.12,17.89,48780,53.1,6.01,3.47,500000,0.16,5.35,1.73,-2.82,1.09,16.84,11.97,2.49,1.35,221.06
E01002195,16.83,15.48,59.09,65.64,19.34,45720,40.7,5.82,4.58,390000,-0.61,8.87,-6.05,-0.98,2.2,16.8,12.06,-1.17,1.78,108.29
E01002196,8.49,13.15,53.72,55.15,14.12,47990,49.4,4.44,2.86,393000,-0.97,7.05,2.89,-10.1,-0.3,16.68,16.09,3.18,-0.18,74.98
E01002197,3,18.73,61.01,80.69,19.9,36780,30.2,11.04,6.63,350000,-1.25,3.89,2.6,1.3,3.75,8.07,7.23,1.21,1.4,87.54
E01002198,20.72,17.81,51.58,88.89,25.49,34020,28.2,14.32,7.14,285000,5.53,1.03,10.04,2.61,9.6,6.6,8.24,1.5,3.54,90.32
E01002199,6.38,18.52,59.19,82.2,21.09,36310,32,15.79,6.76,330000,0.31,4.23,-0.08,3.91,5.8,5.13,5.91,1.78,3.36,95.01
E01002200,25.52,22.25,56.35,88.33,27.43,34110,29.5,15.98,8.64,291000,3.65,0.49,-5.46,1.75,8.02,6.19,6.12,-0.06,2.72,101.21
E01002201,2.1,12.27,61.37,81.7,19.79,36770,34.5,10.74,5.72,340000,1.04,-1,9.22,2.82,4.45,7.15,9.71,-0.15,1.68,96.54
E01002202,30.24,32.13,68.28,93.84,23.28,31400,29.4,23.13,8.36,190000,2.19,7.66,4.75,6.14,-7.74,-0.61,4.79,-1.5,2.02,102.13
E01002203,11.95,26.52,55.77,88.48,24.51,35410,29.7,15.63,4.24,250000,0.94,6.5,1.36,6.72,5.88,6.47,4.44,0.49,-0.39,69.42
E01002204,34.31,28.27,64.09,87.22,26.31,36370,34.5,14.1,7.67,264000,4.78,6.02,-3.02,5.6,-5.25,3.51,3.79,0.88,2.88,127.97
E01002206,18.86,27.1,57.73,84.18,22.17,37380,34.1,12.44,4.12,275000,1.81,3.21,-1.07,3.02,3.59,1.78,5.47,2.87,-0.72,79.31
E01002207,16.29,25.72,50.52,81.56,20.9,37690,34.1,9.9,7.03,295000,4.71,10.49,-6.06,6.66,5.46,1.62,6.57,4.79,3.98,85.97
E01002208,9.84,18.63,56.91,51.11,15.26,44620,46,5.87,3.82,445000,-1.49,9.9,-5.52,-9.35,0.67,12.43,10.11,1.52,0.61,84.74
E01002209,19.86,25.11,65.54,70.47,25.55,42070,42.1,9.93,4.84,410000,1.41,10.76,2.71,-5.25,3.22,13.87,10.64,3.64,1.64,126.58
E01002210,20.93,23.69,61.78,75.64,20.85,39250,38.7,11.82,5.11,296000,1.78,6.94,-0.42,-0.18,2.87,4.34,9.86,4.83,0.07,75.02
E01002211,24.1,35.77,64.47,91.55,43.25,32440,27.3,27.29,8.87,231000,2.1,13.52,3.38,1.38,7.53,5.77,4.99,-8.8,2.02,74.92
E01002212,32.2,34.8,66.64,87.19,36.74,32900,30.1,22.97,7.13,192000,2.43,15.9,-6.96,-2.94,6.63,12,5.47,2.15,1.53,69.28
E01002213,32.38,38.22,64.71,84.07,33.73,32190,36.2,18.56,7.37,202500,-5.24,18.03,-1.06,-1.82,6.22,3.6,8,-3.79,1.02,62.16
E01002214,27.46,30.17,62.03,91.35,33.1,33000,27.9,18.96,7.35,285000,8.09,14.7,-5.8,7.39,8.72,3.79,5.78,2.86,1.11,100.55
E01002215,30.56,25.3,73.53,91.99,34.74,30420,19.1,24.49,10.54,240250,2.42,11.9,2.88,2.75,2.6,3.06,2.5,-1.11,3.43,94.69
E01002216,12.63,24.22,51.26,84.45,22.99,35710,33.8,11.11,7.66,292225,3.28,7.55,-4.9,4.23,9.09,6.04,7.42,1.62,3.25,82.45
E01002217,20.37,43.39,64.45,92.97,16.72,29130,23.5,42.34,11.01,222750,13.41,11.02,7.65,5.51,1.35,17.79,6.5,-12.83,-2.28,150.04
E01002218,34.71,37.56,72.24,80.93,26.24,34600,32,17.39,8.5,195000,1.14,18.91,4.38,4.13,1.75,4.59,2.72,4,2.52,49.93
E01002219,40.74,30.24,63.72,87.08,30.52,33760,30.6,17.03,7.22,222000,7.15,0.43,-6.04,0.69,1.74,3.03,2.93,3.56,1.04,61.17
E01002220,25.21,35.01,59.05,88.45,24.29,36470,28.4,11.85,7.45,299500,3.47,16.97,5.9,6.41,7.11,6.44,6.12,3.03,2.9,87.79
E01002221,26.66,41.29,65.94,86.99,31.08,35160,29.9,17.53,6.81,290000,-1.48,16.61,-4.67,1.05,2.33,5.66,2.42,1.29,2.01,100.17
E01002222,12.74,35.43,60.08,87.3,23.06,36450,28.9,12.65,5.98,308000,-0.22,12.73,5.46,2.34,6.03,5.7,2.4,5.64,1.83,98.25
E01002223,12.93,31.6,54.34,87.88,22.84,35640,26.3,13.85,5.56,250000,-0.26,10.29,-0.94,1.1,6.42,7.3,6.88,4.27,0.92,74.06
E01002224,25.4,37.58,67.2,93.85,35.65,32890,25.7,22.88,9.54,269000,-3.38,20.1,-3.18,6.27,3.06,5.04,7.1,-1.41,3.51,79.18
E01002225,18.58,8.12,61.92,55.38,16.69,44330,37.2,6.83,2.58,477227.5,-1.16,3.98,-3.87,-0.05,1.07,3.66,7.64,3.2,-0.49,68.33
E01002226,32.82,17.57,70.28,66.44,31.9,39110,40.4,14.71,5.58,330000,-2.4,11.69,16.4,2.44,5.67,2.41,7.91,4.72,1.07,33.67
E01002227,32.2,24.65,74.38,82.15,31.18,32600,23.8,38.69,10.2,250000,-1,14.19,3.27,-10.97,-1.04,4.57,6.93,-2.42,3.08,57.85
E01002228,40.79,21.28,63.42,66.96,42.33,39970,38,16.03,5.39,477650,1.6,14.54,20.55,5.41,-0.81,-6.98,11.45,15.68,1.9,38.07
E01002229,34.06,18.41,73.65,74.55,32.93,37210,34.2,21.18,5.93,333000,1.97,10.4,4.86,0.08,5.18,6.35,9.33,1.22,1.03,86.36
E01002230,18.58,17,70.53,69.43,17.38,39490,36.3,10.82,6.16,332500,1.66,7.75,6.24,4.11,2.1,0.67,5.26,6.75,3.97,57.96
E01002231,32.37,36.01,70.2,92.2,33.86,33690,25.7,20.36,7.57,257500,3.71,22.98,1.19,12.35,5.42,-1.47,1.21,3.67,4.29,73.99
E01002232,35.35,35.85,71.46,87.52,34.76,33480,30.5,20.41,6.1,265000,2.9,20.76,2.63,6.36,8.38,3.08,7.28,1.02,1.35,122.22
E01002233,52.42,42.54,69.16,89.86,33.89,31800,29.7,25.22,10.65,235000,3.76,21.86,-1.42,0.8,2.4,2.64,1.51,-4.21,6.03,104.68
E01002234,23.44,44.5,64.84,93.44,30.29,32300,26.8,22.84,10.19,250000,2.38,22.18,1.64,4.86,10.81,1.53,3.91,0.93,5.44,81.16
E01002235,32.08,38.55,68.98,90.71,39.82,30560,22.4,30.67,11.7,280000,0.7,21.8,-6.98,1.26,6.85,1.93,2.75,-4.69,5.77,94.97
E01002236,23.8,46.96,65.08,91.21,30.76,31900,27.3,25.07,7.56,250000,6.66,22.18,-1.26,2.57,7.19,4.69,3.02,0.47,0.97,122.25
E01002237,46.78,31.47,58.42,75.41,29.19,37050,44.9,21.4,7.6,246000,-0.93,15.99,-1.44,-0.4,-2.25,3.89,6.16,-1.35,2.01,99.19
E01002238,30.57,27.57,58.93,68.56,26.7,39500,42.3,13.43,4.12,316400,2.14,9.26,-1.79,-2.15,5.59,4.05,5.14,3.78,0.71,104.72
E01002239,16.21,22.92,72.88,66.2,21.64,40070,38,8.34,6.22,321500,0.73,11.86,6.41,-0.98,3.03,7.25,7.95,3.94,3.75,107.77
E01002240,36.71,26.65,71.8,76.14,38.24,37620,38.2,20.3,6.9,321000,0.23,14.14,3.24,-2.28,3.65,6.35,4.99,1.65,1.16,99.84
E01002241,10.42,35.67,60.06,84.9,30.82,38020,36.5,16.96,7.27,285000,-3.45,14.74,3.31,5.5,3.97,7.25,6.48,0.46,3.08,74.05
E01002242,7.38,26.96,65.37,63.97,19.89,41520,44,8.7,5.08,364750,0.63,8.94,4.88,-5.77,3.69,11.02,10.51,4.72,1.19,103.34
E01002243,26.39,6.33,60.55,88.47,47.07,33640,25,29.9,9.05,199000,-10.32,4.56,-5.33,2.86,5.29,5.5,9.56,-1.85,4.68,91.35
E01002244,40.73,4.34,59.05,83.24,28.82,35650,22.8,16.78,7.67,205000,6.49,2.36,-2.69,4.19,10.45,4.73,7.54,1.73,3.55,81.36
E01002245,28.34,3.47,67.08,84.04,26.98,34680,18.6,19.21,5.95,182500,-0.16,1.86,6.88,13.21,3.48,5.01,6.74,7.7,2.13,72.93
E01002246,20.34,5.26,70.42,77.62,21.31,36000,18.5,11.86,5.72,210000,1.37,3.31,8.05,4.87,4.88,10.93,7.35,-1.2,2.11,100.48
E01002247,29.93,7.63,64.73,82.58,22.35,36000,23.2,17.41,8.32,190500,6.9,5.4,2.5,7.87,7.64,5.9,9.45,4.37,4.77,82.62
E01002248,44.73,6.15,79.12,85.23,32.83,34300,17.5,23.22,8.54,171500,-0.65,3.81,12.3,9.68,2.04,6.13,5.65,0.86,3.89,72.31
E01002249,30.92,11.29,69.21,77.06,35.37,36410,27.9,12.66,6.01,215000,13.16,8.53,1.69,-1.81,20.64,5.4,12.91,0.21,1.72,72.78
E01002250,29.2,6.63,63.13,84.87,19.05,35960,19.7,17.86,6.94,211275,1.38,4.49,6.99,6.66,2.62,11.27,8.45,1.96,3.3,192.68
E01002251,30.38,6.35,72.37,90.98,27.85,33890,15.5,28.6,9.9,211000,1.41,4.9,4.63,9.67,3.28,10.73,6.58,4.06,4.5,109.3
E01002252,28.45,1.11,64.89,64.57,14.26,38450,15.5,8.85,3.93,210000,-1.78,0.71,0.3,10.82,0.22,6.43,4.06,3.33,1.71,52.73
E01002253,6.13,1.09,55.67,62.46,11.44,45610,26.4,3.96,2.57,340000,0.46,0.44,1.58,11.48,0.29,16.26,9.57,0.46,-0.58,64.65
E01002254,15.13,1.35,60.75,61.8,13.26,45290,26.7,3.05,2.11,355000,-0.88,0.62,2.7,7.55,0.41,14.58,8.58,0.44,-0.07,93.33
E01002255,23.66,1.75,70.99,68.36,15.69,39560,23.8,13.13,4.46,225000,0.08,0.81,9.24,5.21,1.45,8.45,9.19,4.89,1.3,84.33
E01002256,24.97,1.15,62.46,72.04,16.16,39460,20.3,6.72,3.76,260000,1.47,0.43,-1.87,20.76,3.21,8.74,8.01,0.71,1.8,99.71
E01002257,25.84,1.59,55.84,61.96,14.51,48650,33.9,3.62,2.86,372500,-0.21,0.55,-1.31,5.58,1.92,13.97,7.76,2.63,1.81,92.57
E01002258,32.76,1.23,62.79,67.72,29.79,36320,19.7,16.09,6.8,178750,0.27,0.53,-1.42,8.64,2.41,11.02,8.18,-7.07,2.13,99.03
E01002259,19.04,1.31,66.99,73.68,15.43,38810,18.7,7,4.78,241000,3.56,0.6,9.22,17.16,0.67,5.06,7.23,0.1,2.73,69.87
E01002260,18.52,5.78,78.14,75.86,20.52,35900,20.3,12.05,6.63,225000,0.32,3.75,12.1,3.01,3.85,1.68,7.28,2.88,3.86,98.4
E01002261,16.62,5.17,73.67,78.57,20.48,35300,17.8,14.31,6.67,205000,0.32,3.62,6.91,6.5,2.88,3.92,7.7,5.79,4.34,84.58
E01002262,20.27,3.37,75.14,80.49,25.28,34240,17.1,18.62,7.48,200000,-0.12,2.16,8.76,12.64,3.13,4.45,9.79,0.48,2.14,63.94
E01002263,17.54,2.46,69.02,71.21,16.4,37690,20,7.66,3.86,245000,1.46,1.19,12.26,-3.66,3.05,7.8,10.91,-0.91,0.42,99.25
E01002264,22.32,2.26,65.7,83.45,31.86,31450,13.7,32.08,11.03,155000,-0.49,1.22,8.14,16.39,4.77,10.92,8.4,-2.86,5.32,109.46
E01002265,18.46,2.03,67.1,69.51,17.55,37980,17.5,9.99,4.45,195500,1.75,0.94,7.49,3.1,4.45,9.79,10.4,1.91,1.4,87.53
E01002266,5.61,2.14,68.5,72.48,15.94,33630,12.5,13.87,5.41,209250,1.6,1.46,6.62,21.46,1.78,4.32,6.85,-0.19,2.63,69.35
E01002267,27.76,2.89,71.35,76.61,33.5,33020,12.5,23.77,7.32,198747.5,-0.25,1.81,6.08,8.85,2.79,8.79,4.61,-5.33,2.59,89.85
E01002268,27.15,3.07,66.37,79.23,18.04,40080,20.2,13.41,3.17,275000,-0.51,1.63,2.46,3.69,-1.04,12.63,6.05,1.24,-0.93,76.14
E01002269,17.44,2.12,68.76,74.32,15.48,39620,17.8,10.35,4.62,249997.5,3.19,0.93,15.26,8.55,2.45,6.55,5.6,1.72,2.22,71.45
E01002270,13.38,8.24,68.42,62.49,22.35,48720,31.8,8.69,3.74,803500,0.36,4.55,3.99,7.35,1.42,2.48,12.27,6.95,1.21,83.13
E01002271,2.52,6.62,57.75,60.9,12.81,48710,30.6,7.94,2.05,560000,0.1,2.36,7.18,0.22,-0.17,7.41,7.24,4.23,-0.52,72.51
E01002272,26.93,1.64,70.5,69.69,16.24,41030,21.5,10.98,4.18,249999,2.5,0.44,9.04,-2.65,0.33,8.31,8.57,6.88,1.73,79.61
E01002273,17.61,3.75,66.29,69.06,12.89,45120,23.4,10.85,3.9,450000,-2.22,2.31,9.37,6.29,-1.01,8.7,8.02,3.22,1.18,94.7
E01002274,26.47,1.91,63.33,63.55,17.23,41470,22,8.61,4.17,274500,3.03,0.55,4.37,0.96,2.06,6.92,6.63,0.29,1.37,97.3
E01002275,18.75,4.83,67.47,66.94,12.99,44860,26.5,8.32,3.76,403500,0.75,2.86,6.87,7.75,0.22,8.49,7.93,4.84,0.01,63.36
E01002276,34.47,2.37,73.73,90.5,29.26,32030,15.2,31.1,8.33,260000,4.87,1.34,6.54,7.96,5.93,11.11,7.19,-0.05,3.36,96.97
E01002277,27.42,1.77,73.17,88.93,27.19,30900,14.3,32.77,11.17,168000,-1.36,0.86,6.57,2.55,3.51,12.82,6.61,5.01,5.2,91.73
E01002278,30.01,2.43,68.91,90.12,27.27,29660,10.1,34.2,12.19,167500,0.91,1.89,4.42,4.41,3.02,13.12,3.23,-5.32,6.89,91.43
E01002279,20.33,2.58,69.43,89.35,30.1,31000,14.3,26.11,8.37,169995,1.07,1.94,0,7.99,6.03,15.78,6.87,-4.02,0.65,82.3
E01002280,28.91,4.37,59.49,87.18,22.97,27830,12,44.99,17.58,138000,-0.64,3.04,-1.74,5.41,4.16,10.96,7.07,-9.62,7.53,79.08
E01002281,22.77,2.61,53.07,88.28,21.15,29170,11.3,39.8,13.88,137000,0.59,1.54,-4.01,2.41,1.15,14.1,4.6,-5.37,4.63,119.42
E01002282,28.6,4.04,54.36,90.05,18.28,27880,11.9,42.64,16.14,161000,-2.82,2.76,-3.99,1.09,1.1,5.43,5.61,-0.42,8.07,123.03
E01002283,22.53,3.64,72.24,88.38,34.86,30260,14.5,26.52,8.14,172000,4.18,2.98,6.69,10.03,7.72,14,7.36,-3.78,1.67,94.35
E01002284,24.37,3.68,69.3,92.86,27.9,30150,14.7,29.15,9.76,157000,3.19,2.92,4.74,12.71,2.84,13.4,9.51,-8.49,3.62,77.4
E01002285,8.68,1.19,69.32,63.76,14.69,39310,14.4,7.21,5.07,250000,0.58,-0.3,8.11,-1.01,0.19,6.47,4.58,-0.8,2.25,63.67
E01002286,5.68,1.12,58.59,70.93,13.01,40760,17.6,7.5,4.1,250000,-0.66,0.28,6.99,3,0.75,13.67,9.26,3.27,1.58,86.22
E01002287,13.73,2.21,72.75,71.46,16.27,38000,16.7,10.92,5.06,222500,1.62,1.37,14.29,1.66,1.74,8.03,7.43,-0.17,1.59,87.49
E01002288,21.62,1.46,58.64,71.93,15.19,41450,19.3,7.93,2.55,250000,2.89,0.34,21.83,1.97,5.16,7.31,7.87,4.59,-0.22,36.01
E01002289,9.41,1.56,64.68,78.03,18.62,39790,18.9,10.19,4.24,265000,-0.69,0.46,2.58,6.3,1.06,12.06,8.58,-0.23,0.54,98.88
E01002290,3.79,1.61,68.21,64.21,13.7,38840,18.2,9.23,5.83,250000,0.24,0.75,10.77,3.23,0.03,6.65,7.6,-0.11,3.44,79.37
E01002291,20.77,2.28,62.37,66.99,22.37,38440,21.1,9.57,4.09,255000,-0.07,1,0.67,3.77,5.88,10.24,5.72,2.98,1.16,199.12
E01002292,10.12,1.93,71.95,82.36,23.77,36460,15.9,20.03,7.63,247497.5,0.59,0.73,0.94,8.72,0.15,8.22,6.6,-6.93,2.76,86.88
E01002293,33.02,2.75,45.01,76.58,26.14,38160,24.4,13.57,5.84,217497.5,-0.76,-0.16,4,5.35,7.51,5.84,2.73,5.92,1.77,162.05
E01002294,25.35,1.65,67.94,67.41,22.97,39310,22,12.47,4.91,246500,-3.12,0.88,5.08,-0.3,1.72,12.85,9.42,1.68,1.39,79.27
E01002295,37.5,1.89,65.42,74,24.28,38520,24.4,12.52,4.77,216000,-1.22,0.55,8.35,4.59,8.41,4.38,8.62,2.1,3.86,100.46
E01002296,32.88,1.81,67.86,70.48,17.19,37810,21,11.41,5.64,247500,1.83,0.65,4.08,4.41,1.99,7.99,10.21,-0.45,3.01,85.74
E01002297,27.63,3.55,51.86,92.08,21.12,30410,13.4,40.09,13.48,125000,-0.77,2.59,-4.35,8.67,3.95,12.87,7.33,0.14,6.25,39.38
E01002298,21.32,2.01,68.54,75,19.69,37660,21.3,13.6,6.53,211500,2.17,0.87,6.07,2.39,1.36,11.49,10.28,-0.93,1.82,71.26
E01002299,23.23,2.97,65.8,89.27,27.46,33760,14.4,23.51,8.88,179750,1.48,2.29,-4.9,9.07,3.16,16.29,7.24,-0.27,2.82,25.73
E01002300,22.73,2.29,63.76,63.76,22.28,38100,23.7,11.72,3.86,218500,2.49,1.2,3.27,0.59,1.66,13.36,8.79,3.82,2.07,38.73
E01002301,22.22,2.13,69.12,73.04,18.28,35020,15.4,12.28,5.36,227250,2.3,1.31,8.92,0.19,3.55,4.18,6.33,2.8,2.21,78.94
E01002302,6.87,1.98,73.57,77.55,20.5,35380,16.9,15.1,4.82,235000,1.56,1.26,17,4.38,1.4,5.77,7.18,2.52,1.96,86.23
E01002303,33.1,3.92,76.91,87.62,35.24,32590,14.7,28.38,9,172500,0.11,3.05,5.4,14.26,9.71,11.7,6.64,-2.79,2.48,71.96
E01002304,36.19,1.85,72,74.47,21.85,34900,17.1,23.1,5.83,295000,1.3,1.28,6.31,2.32,2.61,3.46,7.7,7.41,2.47,94.1
E01002305,19.8,2.83,76.27,76.86,21.39,34700,16.6,14.38,6.25,197000,-0.62,1.88,12.25,0.45,3.59,6.36,7.87,-0.29,2.42,74.82
E01002306,29.91,3.79,67.9,86.55,25.27,31670,12.8,29.98,10.18,145500,-0.21,2.71,-3.46,4.2,2.73,9.15,5.96,-8.31,1.02,66.52
E01002307,8.86,2.31,69.78,89.25,28.35,33120,14.7,24.44,8.13,197500,2.47,1.29,3.59,5.7,9.3,6.1,6.93,-1.16,3.46,78.13
E01002308,33.06,2.72,72.33,84.65,30.88,33090,14.4,27.15,8.39,223000,1.18,1.87,1.21,5.99,5.83,6.88,7.02,-3.04,3.3,104.36
E01002309,40.09,4.43,76.21,82.3,30.68,32120,16.9,25.02,9.27,170250,-4.59,2.98,6.14,5.84,4.24,12.77,8.26,-1.73,3.74,90.76
E01002310,25.73,3.81,67.98,86.4,36.02,29820,14.1,38,10.67,158500,2.39,3.05,-5.06,3.76,9.45,10.36,7.65,-2.17,4.38,91.83
E01002311,24.59,4.17,74.77,84.54,29.5,31290,12.7,27.89,9.68,178000,2.02,3.2,1.33,3.99,5.97,10.64,5.91,-3.6,4.73,77.45
E01002312,46.13,1.79,66.1,72.23,26.53,31250,11.9,26.3,8.71,188000,0.11,1.25,5.35,11.56,0.71,14.64,6.3,0.99,2.47,91.96
E01002313,25.17,3.42,73.41,86.47,34.08,30110,12.3,34.58,8.53,175000,-0.92,2.74,3.26,4.05,7.74,13.76,5.96,3.07,3.71,109.63
E01002314,18.23,4.04,71.27,87.63,24.47,29430,13.7,37.11,10.81,152500,1.88,3.31,2.19,9.39,3.04,14.31,9.53,0.31,3.98,101.49
E01002315,26.82,4.73,72.47,90.12,28.95,31080,14.6,24.7,9.71,172000,-0.25,3.62,2.89,10.94,5.53,10.01,10,3.92,5.05,102.65
E01002316,22.87,5.34,54.76,83.43,17.89,27720,13.1,41.67,13.99,150000,3.96,3.83,-0.57,7.33,1.22,6.18,6.53,3.08,7.29,122.22
E01002317,26.96,2.02,62.68,70.7,14.36,42500,22.6,6.61,3.6,416500,0.01,1.07,7.99,4.44,1.47,9.54,9.33,-0.22,1.85,140.19
E01002318,20.67,1.52,70.09,68,15.43,40290,19.4,8.8,4.72,289750,-1.37,0.62,8.71,0.06,-2.11,10.32,6.35,0.06,2.08,90
E01002319,25.64,3.25,70.85,81.57,26.36,37370,19.3,16.25,6.98,237000,3.23,1.74,8.93,1.42,4.02,6.93,8.16,0.8,2.94,97.05
E01002320,16.46,1.8,57.66,75.13,15.4,40710,19.8,7.97,3.79,240000,1.79,0.72,11.8,3.88,2.87,12.34,7.85,2.71,1.35,76.15
E01002321,41.05,2.48,66.15,73.08,18.98,40070,22,9.67,5.11,245000,-0.55,0.9,8.56,8.47,3.48,1.2,7.74,5.83,3.82,32.61
E01002322,12.06,2.33,64.44,77.79,16.43,39410,17.7,9.24,5.06,213000,4.96,1.67,13.82,8.65,4.08,7.64,9.13,3.58,2.2,71.2
E01002323,25.04,2.28,60.66,79.03,14.85,38980,17.5,12.81,5.42,232000,3.01,1.35,1.81,10.35,1.93,7.92,7.44,7.72,2.3,78.12
E01002324,34.79,1.96,72.67,80.49,28,36580,15.5,18.99,6.46,217750,0.06,0.95,7.55,-0.13,4.84,4.88,4.2,1,1.7,87.52
E01002325,32.05,1.72,76.31,82.93,30.67,32700,12.6,26.26,7.55,196950,-1.15,0.71,6.15,15.89,3.34,8.78,6.36,-7.7,2.82,117.02
E01002326,25.76,2.74,74.3,84.75,26.97,34820,15,21.7,7.83,195000,0.15,1.52,4.03,10.45,1.81,10.67,4.69,0.38,4.42,79.62
E01002327,31.01,2.41,70.43,75.15,18.7,35940,16.8,12.73,4.92,193500,2.08,1.67,8.84,3.39,2.98,7.19,6.95,2.73,2.19,113.22
E01002328,17.48,3.54,62.3,78.22,17.23,37210,18.4,11.27,4.68,210000,0.97,2.32,1.32,4.12,3.16,8.9,8.63,-1.35,2.19,80.01
E01002329,26.4,3.51,70.35,83.41,18.1,36940,18.5,15.1,5.22,215000,-1.09,1.92,6.26,8.22,2.21,11.55,6.66,5.59,1.72,81.74
E01002330,38.78,3.5,70.65,82.69,27.06,35410,19.7,16.1,7.16,199000,1.43,2.09,7.63,8.87,6.28,8.72,9.87,2.2,4.36,89.81
E01002331,18.34,2.47,71.5,77.5,19.79,35630,12.4,14.97,5.75,196000,3.97,1.55,9.95,5.1,3.63,12.73,5.28,0.5,1.68,71.74
E01002332,32.34,1.86,72.86,73.17,20.67,36010,17.2,14.42,5.52,200000,-0.16,0.84,2.42,1.68,1.93,8.95,9.05,0.42,2.13,80.95
E01002333,9.46,1.3,72.02,72.99,13.58,38670,15.8,10.24,4.63,275000,2.61,0.52,15.37,7.63,1.31,6.34,7.97,-0.1,1.65,68.33
E01002334,14.2,1.7,67.39,65.85,14.3,41440,20.2,10.29,4.63,298500,0.47,0.69,7.62,7.75,1.39,8.66,10.45,6.7,2.6,52.93
E01002335,34.26,1.54,74.93,80.95,27.91,35960,14.6,19.28,5.8,210000,-2.94,0.43,9.03,3.44,2.59,10.83,6.61,0.71,0.78,95.12
E01002336,20.83,1.78,66.62,68.46,16.04,38690,16.4,12.03,5.33,230000,-0.9,0.68,5.84,3.92,-0.38,5.5,6.95,2.04,3.14,79.25
E01002337,18.88,2.67,62.98,58.94,22.6,43750,27.9,12.67,3.26,510000,-1.54,1.28,5.37,-0.23,-1.36,-2.08,9.91,8.09,0.89,74.66
E01002338,22.66,3.06,67.9,79.68,18.09,38700,19.6,10.68,4.85,227500,0.66,2.21,6.82,3.86,3.56,9.36,8.65,4.34,2.24,90.48
E01002339,11.13,2.16,60.18,69.2,13.92,42070,24.1,5.02,3.47,355000,0.93,1.02,6.36,2.46,0.21,7.54,7.69,-0.15,1.12,121.27
E01002340,20.79,2.76,58.04,77.15,17.28,39660,23.2,8.77,4.86,239997.5,2.64,1.92,-3.78,9.59,2.99,7.12,10.13,1.93,1.78,80.2
E01002341,8.15,1.56,63.98,65.4,12.34,39210,17.4,10.98,3.69,250000,1.04,0.72,9.22,10.03,0.43,5.79,5.82,2.19,-0.02,63.61
E01002342,22.53,6.05,73.4,88.64,28.45,32830,14.6,17.3,9.71,175000,5.5,3.57,15.3,11.3,7.52,1.65,5.45,2.94,5.72,92.24
E01002343,21.65,1.93,70.55,71.66,15.32,36430,13,11.95,5.01,225000,-0.38,1.36,8.97,3.71,1.71,11.61,5.29,-0.94,1.34,68.54
E01002344,34.28,3.37,76.9,69.93,20.18,35280,16.3,14.17,4.54,219497.5,3.07,2.27,9.57,3.67,4.28,9.14,7.78,2.16,2.19,107.45
E01002345,28.48,6.22,55.87,89.91,39.24,32540,17.9,32.59,10.61,170300,-3.33,4.21,-8.95,5.97,6.91,7.46,8.82,-1.33,2.28,153.97
E01002346,24.46,4.38,73.74,88.46,32.14,33630,14.5,22.27,8.84,169250,0.26,2.87,8.66,4.4,9.68,8.43,7.78,-5.91,3.46,76.65
E01002347,19.92,5.84,73.8,80.27,18.51,34330,16.2,14.07,6.33,207500,2.08,3.32,12.39,3.38,4.2,7.68,7.1,-0.62,2.13,99.28
E01002348,25.43,1.63,70.45,60.13,12.58,35360,14.1,9.82,3.38,215500,0.55,0.86,5.13,-0.71,-0.08,8.63,7.26,0.48,-0.53,70.36
E01002349,33.19,0.97,70.01,75.49,18.63,35760,12.9,13.46,5.51,240000,-1.01,0.41,8.67,9.08,1.61,8.35,6.16,-0.33,1.84,105.35
E01002350,30.02,6.25,56.21,84.76,33.08,35370,24.6,28.81,8.23,185000,0.49,3.84,1.39,5.83,3.22,5.94,8.23,3.6,3.91,124.07
E01002351,22.29,3.47,64.34,78.45,21.32,37480,24.8,11.96,6.27,210000,0.39,1.92,6.41,1.64,3.82,6.83,10.66,2.04,2.31,87.71
E01002352,36.81,3.97,56.61,79.06,25.04,37820,26,13.97,6.47,193500,-1.1,2.34,4.86,7.12,2.66,8.74,7.95,0.74,2.32,117.42
E01002353,40.87,5.46,71.11,71.43,37.02,37290,28.3,15.81,6.57,172000,9.04,3.89,7.17,3.63,14.49,3.74,13.25,5.73,2.49,-15.69
E01002354,32.46,2.47,64.05,67.04,16.35,41590,28,5.78,3.29,295000,-0.34,0.96,1.1,7.34,0.1,7.59,9.35,1.2,0.88,59.24
E01002355,12.7,2.08,58.99,67.48,15.15,40850,23.6,5.86,3.78,289500,0.51,1.14,7.04,-1.46,2.99,7.33,8.4,0.6,1.64,96.78
E01002356,15.13,9.07,52.34,88.41,41.89,32430,22.9,39.2,11.19,150000,-13.44,5.18,-7.76,-0.02,11.16,1.9,5.46,-3.36,2.33,49.63
E01002358,36.99,5.5,55.62,79.21,25.61,37140,27.7,18.98,7.25,207250,8.21,3.02,-2.44,7.86,5.15,6.59,11.78,3.11,3.81,109.97
